"","X","brand","model","year","price","transmission","fuelType","engineSize","kmpl","kilometraggio"
"20781",79658,"Vauxhall"," Corsa",2017,8696.52,"Manual","Petrol",1.4,19.5242290748899,55032
"20782",79659,"Vauxhall"," Corsa",2017,7645.56,"Manual","Petrol",1.4,19.5242290748899,64842
"20783",79660,"Vauxhall"," Corsa",2016,6833.56,"Manual","Petrol",1.4,19.5242290748899,91610
"20784",79661,"Vauxhall"," Corsa",2018,9628,"Manual","Petrol",1.4,19.136563876652,17987
"20785",79662,"Vauxhall"," Corsa",2014,6615.48,"Manual","Petrol",1.2,18.1145374449339,70747
"20786",79663,"Vauxhall"," Corsa",2015,7297.56,"Manual","Petrol",1.2,18.784140969163,41835
"20787",79664,"Vauxhall"," Corsa",2017,8700,"Manual","Petrol",1.4,19.5242290748899,33024
"20788",79665,"Vauxhall"," Corsa",2017,8120,"Manual","Petrol",1.4,19.5242290748899,20072
"20789",79666,"Vauxhall"," Corsa",2015,7538.84,"Manual","Petrol",1.2,18.784140969163,62469
"20790",79667,"Vauxhall"," Corsa",2016,6717.56,"Manual","Petrol",1.4,19.5242290748899,50296
"20791",79668,"Vauxhall"," Corsa",2019,12180,"Manual","Petrol",1.4,15.3303964757709,8
"20792",79669,"Vauxhall"," Corsa",2016,7772,"Manual","Petrol",1.4,19.5242290748899,59443
"20793",79670,"Vauxhall"," Corsa",2019,11588.4,"Manual","Petrol",1.4,15.3303964757709,1826
"20794",79671,"Vauxhall"," Corsa",2015,8578.2,"Manual","Petrol",1.4,19.5242290748899,39083
"20795",79672,"Vauxhall"," Corsa",2016,7529.56,"Manual","Petrol",1.4,19.5242290748899,25469
"20796",79673,"Vauxhall"," Corsa",2014,6832.4,"Manual","Petrol",1.2,18.1145374449339,63339
"20797",79674,"Vauxhall"," Corsa",2018,9976,"Manual","Petrol",1.4,19.5242290748899,15811
"20798",79675,"Vauxhall"," Corsa",2018,8584,"Manual","Petrol",1.4,19.5242290748899,12800
"20799",79676,"Vauxhall"," Corsa",2018,9860,"Manual","Petrol",1.4,19.5242290748899,19976
"20800",79677,"Vauxhall"," Corsa",2019,11588.4,"Manual","Petrol",1.4,15.3303964757709,1640
"20801",79678,"Vauxhall"," Corsa",2019,12748.4,"Manual","Petrol",1.4,15.3303964757709,160
"20802",79679,"Vauxhall"," Corsa",2016,7888,"Manual","Petrol",1.4,19.5242290748899,37754
"20803",79680,"Vauxhall"," Corsa",2019,11588.4,"Manual","Petrol",1.4,15.3303964757709,160
"20804",79681,"Vauxhall"," Corsa",2019,11588.4,"Manual","Petrol",1.4,15.3303964757709,2032
"20805",79682,"Vauxhall"," Corsa",2019,11588.4,"Manual","Petrol",1.4,15.3303964757709,2280
"20806",79683,"Vauxhall"," Corsa",2019,11588.4,"Manual","Petrol",1.4,15.3303964757709,160
"20807",79684,"Vauxhall"," Corsa",2017,8700,"Manual","Petrol",1.4,19.5242290748899,44440
"20808",79685,"Vauxhall"," Corsa",2019,10126.8,"Manual","Petrol",1.4,15.3303964757709,14414
"20809",79686,"Vauxhall"," Corsa",2016,8408.84,"Manual","Petrol",1.4,19.5242290748899,21259
"20810",79687,"Vauxhall"," Corsa",2018,11009.56,"Manual","Petrol",1.4,15.3303964757709,13739
"20811",79688,"Vauxhall"," Corsa",2016,6949.56,"Manual","Petrol",1.4,19.5242290748899,53213
"20812",79689,"Vauxhall"," Corsa",2018,8457.56,"Manual","Petrol",1.4,19.5242290748899,28674
"20813",79690,"Vauxhall"," Corsa",2018,8079.4,"Manual","Petrol",1.4,19.136563876652,53000
"20814",79691,"Vauxhall"," Corsa",2018,12702,"Automatic","Petrol",1.4,14.0264317180617,5440
"20815",79692,"Vauxhall"," Corsa",2016,6670,"Manual","Petrol",1.4,19.5242290748899,85770
"20816",79693,"Vauxhall"," Corsa",2015,7308,"Manual","Petrol",1.4,19.136563876652,51926
"20817",79694,"Vauxhall"," Corsa",2014,5759.4,"Manual","Petrol",1.2,18.1145374449339,51827
"20818",79695,"Vauxhall"," Corsa",2014,7217.52,"Manual","Petrol",1.2,18.1145374449339,50035
"20819",79696,"Vauxhall"," Corsa",2019,12748.4,"Manual","Petrol",1.4,15.3303964757709,160
"20820",79697,"Vauxhall"," Corsa",2019,12748.4,"Manual","Petrol",1.4,15.3303964757709,160
"20821",79698,"Vauxhall"," Corsa",2015,7248.84,"Manual","Petrol",1.2,18.431718061674,31987
"20822",79699,"Vauxhall"," Corsa",2018,8990,"Manual","Petrol",1.4,19.5242290748899,19170
"20823",79700,"Vauxhall"," Corsa",2019,12177.68,"Manual","Petrol",1.4,15.3303964757709,6734
"20824",79701,"Vauxhall"," Corsa",2014,4315.2,"Manual","Petrol",1.4,18.1145374449339,138235
"20825",79702,"Vauxhall"," Corsa",2019,12748.4,"Manual","Petrol",1.4,15.3303964757709,160
"20826",79703,"Vauxhall"," Corsa",2013,5718.8,"Manual","Petrol",1.2,18.1145374449339,80264
"20827",79704,"Vauxhall"," Corsa",2018,10438.84,"Manual","Petrol",1.4,15.3303964757709,35298
"20828",79705,"Vauxhall"," Corsa",2016,8350.84,"Manual","Petrol",1.4,19.5242290748899,21850
"20829",79706,"Vauxhall"," Corsa",2016,8625.76,"Manual","Petrol",1.4,19.5242290748899,33862
"20830",79707,"Vauxhall"," Corsa",2016,8236,"Manual","Petrol",1.4,19.136563876652,38939
"20831",79708,"Vauxhall"," Corsa",2017,8700,"Manual","Petrol",1.4,19.5242290748899,21392
"20832",79709,"Vauxhall"," Corsa",2017,8350.84,"Manual","Petrol",1.4,19.5242290748899,54413
"20833",79710,"Vauxhall"," Corsa",2018,9974.84,"Manual","Petrol",1.4,15.3303964757709,10224
"20834",79711,"Vauxhall"," Corsa",2016,8282.4,"Manual","Petrol",1.4,19.136563876652,40816
"20835",79712,"Vauxhall"," Corsa",2016,7186.2,"Manual","Petrol",1.4,19.5242290748899,67133
"20836",79713,"Vauxhall"," Corsa",2018,9048,"Manual","Petrol",1.4,19.5242290748899,38731
"20837",79714,"Vauxhall"," Corsa",2018,9046.84,"Manual","Petrol",1.4,19.5242290748899,27152
"20838",79715,"Vauxhall"," Corsa",2016,9510.84,"Manual","Petrol",1.4,19.1718061674009,37562
"20839",79716,"Vauxhall"," Corsa",2018,9974.84,"Manual","Petrol",1.4,15.3303964757709,13912
"20840",79717,"Vauxhall"," Corsa",2016,8002.84,"Manual","Petrol",1.4,19.5242290748899,22757
"20841",79718,"Vauxhall"," Corsa",2017,11250.84,"Automatic","Petrol",1.4,16.8810572687225,15651
"20842",79719,"Vauxhall"," Corsa",2018,10434.2,"Manual","Petrol",1.4,19.5242290748899,2712
"20843",79720,"Vauxhall"," Corsa",2016,9274.2,"Manual","Petrol",1.4,19.5242290748899,36502
"20844",79721,"Vauxhall"," Corsa",2017,9278.84,"Manual","Petrol",1.4,19.5242290748899,22672
"20845",79722,"Vauxhall"," Corsa",2016,8814.84,"Manual","Petrol",1.4,19.5242290748899,25573
"20846",79723,"Vauxhall"," Corsa",2018,10730,"Manual","Petrol",1.4,15.3303964757709,18733
"20847",79724,"Vauxhall"," Corsa",2018,9394.84,"Manual","Petrol",1.4,19.5242290748899,27627
"20848",79725,"Vauxhall"," Corsa",2019,9858.84,"Manual","Petrol",1.4,15.3303964757709,25094
"20849",79726,"Vauxhall"," Corsa",2018,11250.84,"Automatic","Petrol",1.4,14.0264317180617,14427
"20850",79727,"Vauxhall"," Corsa",2018,8930.84,"Manual","Petrol",1.4,19.5242290748899,22656
"20851",79728,"Vauxhall"," Corsa",2018,9510.84,"Manual","Petrol",1.4,15.3303964757709,29462
"20852",79729,"Vauxhall"," Corsa",2018,9858.84,"Manual","Petrol",1.4,19.5242290748899,12000
"20853",79730,"Vauxhall"," Corsa",2017,8698.84,"Manual","Petrol",1.4,19.5242290748899,21517
"20854",79731,"Vauxhall"," Corsa",2018,8930.84,"Manual","Petrol",1.4,19.5242290748899,40064
"20855",79732,"Vauxhall"," Corsa",2018,9162.84,"Manual","Petrol",1.4,19.5242290748899,43789
"20856",79733,"Vauxhall"," Corsa",2018,9858.84,"Automatic","Petrol",1.4,16.8810572687225,18786
"20857",79734,"Vauxhall"," Corsa",2017,8921.56,"Manual","Petrol",1.4,19.5242290748899,30570
"20858",79735,"Vauxhall"," Corsa",2016,6960,"Manual","Petrol",1.4,19.5242290748899,52800
"20859",79736,"Vauxhall"," Corsa",2019,12757.68,"Manual","Petrol",1.4,15.7885462555066,11347
"20860",79737,"Vauxhall"," Corsa",2016,6937.96,"Manual","Petrol",1.4,19.5242290748899,76928
"20861",79738,"Vauxhall"," Corsa",2016,8689.56,"Manual","Petrol",1.4,19.136563876652,46400
"20862",79739,"Vauxhall"," Corsa",2016,8585.16,"Manual","Petrol",1.4,19.136563876652,36800
"20863",79740,"Vauxhall"," Corsa",2016,7749.96,"Manual","Petrol",1.4,19.5242290748899,35237
"20864",79741,"Vauxhall"," Corsa",2017,9269.56,"Manual","Petrol",1.4,19.5242290748899,25461
"20865",79742,"Vauxhall"," Corsa",2017,8735.96,"Manual","Petrol",1.4,19.136563876652,51986
"20866",79743,"Vauxhall"," Corsa",2015,7912.36,"Manual","Petrol",1.2,18.784140969163,44149
"20867",79744,"Vauxhall"," Corsa",2017,7773.16,"Manual","Petrol",1.4,19.5242290748899,74058
"20868",79745,"Vauxhall"," Corsa",2019,11365.68,"Manual","Petrol",1.4,15.3303964757709,11414
"20869",79746,"Vauxhall"," Corsa",2013,4873.16,"Manual","Petrol",1.2,18.1145374449339,88000
"20870",79747,"Vauxhall"," Corsa",2015,8465.68,"Manual","Petrol",1.4,19.5242290748899,53221
"20871",79748,"Vauxhall"," Corsa",2019,12757.68,"Manual","Petrol",1.4,15.7885462555066,15373
"20872",79749,"Vauxhall"," Corsa",2019,11365.68,"Manual","Petrol",1.4,15.3303964757709,13378
"20873",79750,"Vauxhall"," Corsa",2018,8817.16,"Manual","Petrol",1.4,19.5242290748899,32002
"20874",79751,"Vauxhall"," Corsa",2016,7889.16,"Manual","Petrol",1.4,19.5242290748899,48358
"20875",79752,"Vauxhall"," Corsa",2019,11588.4,"Manual","Petrol",1.4,15.3303964757709,3400
"20876",79753,"Vauxhall"," Corsa",2016,8700,"Manual","Petrol",1.4,19.136563876652,18248
"20877",79754,"Vauxhall"," Corsa",2016,8862.4,"Manual","Petrol",1.4,19.5242290748899,25859
"20878",79755,"Vauxhall"," Corsa",2018,8758,"Manual","Petrol",1.4,19.5242290748899,53467
"20879",79756,"Vauxhall"," Corsa",2017,8412.32,"Manual","Petrol",1.4,19.5242290748899,37424
"20880",79757,"Vauxhall"," Corsa",2015,7377.6,"Manual","Petrol",1.4,19.5242290748899,58730
"20881",79758,"Vauxhall"," Corsa",2014,5046,"Manual","Petrol",1.4,18.1145374449339,91920
"20882",79759,"Vauxhall"," Corsa",2015,7296.4,"Manual","Petrol",1.4,19.5242290748899,60000
"20883",79760,"Vauxhall"," Corsa",2014,6484.4,"Manual","Petrol",1.4,18.1145374449339,38392
"20884",79761,"Vauxhall"," Corsa",2019,11588.4,"Manual","Petrol",1.4,15.3303964757709,2914
"20885",79762,"Vauxhall"," Corsa",2016,8908.8,"Manual","Petrol",1.4,19.5242290748899,33120
"20886",79763,"Vauxhall"," Corsa",2013,4898.68,"Manual","Petrol",1.4,18.1145374449339,115208
"20887",79764,"Vauxhall"," Corsa",2019,11588.4,"Manual","Petrol",1.4,15.3303964757709,3003
"20888",79765,"Vauxhall"," Corsa",2019,11588.4,"Manual","Petrol",1.4,15.3303964757709,2890
"20889",79766,"Vauxhall"," Corsa",2016,8085.2,"Manual","Petrol",1.4,19.136563876652,76694
"20890",79767,"Vauxhall"," Corsa",2019,11588.4,"Manual","Petrol",1.4,15.3303964757709,5090
"20891",79768,"Vauxhall"," Corsa",2019,11588.4,"Manual","Petrol",1.4,15.3303964757709,2978
"20892",79769,"Vauxhall"," Corsa",2019,11588.4,"Manual","Petrol",1.4,15.3303964757709,2976
"20893",79770,"Vauxhall"," Corsa",2016,8118.84,"Manual","Petrol",1.4,19.5242290748899,28800
"20894",79771,"Vauxhall"," Corsa",2016,7422.84,"Manual","Petrol",1.4,19.5242290748899,48000
"20895",79772,"Vauxhall"," Corsa",2019,12177.68,"Manual","Petrol",1.4,15.3303964757709,14754
"20896",79773,"Vauxhall"," Corsa",2019,12177.68,"Manual","Petrol",1.4,15.3303964757709,7042
"20897",79774,"Vauxhall"," Corsa",2016,8002.84,"Manual","Petrol",1.4,19.5242290748899,25600
"20898",79775,"Vauxhall"," Corsa",2017,8350.84,"Manual","Petrol",1.4,19.136563876652,27203
"20899",79776,"Vauxhall"," Corsa",2017,8234.84,"Manual","Petrol",1.4,19.5242290748899,39440
"20900",79777,"Vauxhall"," Corsa",2017,8234.84,"Manual","Petrol",1.4,19.5242290748899,51200
"20901",79778,"Vauxhall"," Corsa",2017,8930.84,"Manual","Petrol",1.4,19.5242290748899,30400
"20902",79779,"Vauxhall"," Corsa",2018,11250.84,"Manual","Petrol",1.4,15.3303964757709,18027
"20903",79780,"Vauxhall"," Corsa",2017,9800.84,"Manual","Petrol",1.4,19.5242290748899,18712
"20904",79781,"Vauxhall"," Corsa",2017,8465.68,"Manual","Petrol",1.4,19.5242290748899,31395
"20905",79782,"Vauxhall"," Corsa",2016,9625.68,"Manual","Petrol",1.4,19.5242290748899,13774
"20906",79783,"Vauxhall"," Corsa",2019,11588.4,"Manual","Petrol",1.4,15.3303964757709,3386
"20907",79784,"Vauxhall"," Corsa",2018,10438.84,"Manual","Petrol",1.4,15.3303964757709,19571
"20908",79785,"Vauxhall"," Corsa",2016,7770.84,"Manual","Petrol",1.4,19.136563876652,51200
"20909",79786,"Vauxhall"," Corsa",2017,8930.84,"Manual","Petrol",1.4,19.5242290748899,33637
"20910",79787,"Vauxhall"," Corsa",2016,8582.84,"Manual","Petrol",1.4,19.5242290748899,38478
"20911",79788,"Vauxhall"," Corsa",2018,9046.84,"Manual","Petrol",1.4,19.5242290748899,19821
"20912",79789,"Vauxhall"," Corsa",2019,10670.84,"Manual","Petrol",1.4,15.3303964757709,23310
"20913",79790,"Vauxhall"," Corsa",2014,5017,"Manual","Petrol",1.2,18.1145374449339,73182
"20914",79791,"Vauxhall"," Corsa",2019,11366.84,"Manual","Petrol",1.4,15.3303964757709,13693
"20915",79792,"Vauxhall"," Corsa",2019,12177.68,"Automatic","Petrol",1.4,14.0264317180617,7922
"20916",79793,"Vauxhall"," Corsa",2015,11365.68,"Automatic","Petrol",1.4,16.8810572687225,25430
"20917",79794,"Vauxhall"," Corsa",2019,11017.68,"Manual","Petrol",1.4,15.3303964757709,10480
"20918",79795,"Vauxhall"," Corsa",2018,10496.84,"Manual","Petrol",1.4,15.3303964757709,24000
"20919",79796,"Vauxhall"," Corsa",2018,10380.84,"Manual","Petrol",1.4,15.3303964757709,12296
"20920",79797,"Vauxhall"," Corsa",2018,9974.84,"Manual","Petrol",1.4,15.3303964757709,36699
"20921",79798,"Vauxhall"," Corsa",2017,8582.84,"Manual","Petrol",1.4,19.5242290748899,41600
"20922",79799,"Vauxhall"," Corsa",2018,9974.84,"Manual","Petrol",1.4,15.3303964757709,27736
"20923",79800,"Vauxhall"," Corsa",2019,10090.84,"Manual","Petrol",1.4,15.3303964757709,17243
"20924",79801,"Vauxhall"," Corsa",2020,20298.84,"Manual","Petrol",1.2,18.431718061674,160
"20925",79802,"Vauxhall"," Corsa",2017,8582.84,"Manual","Petrol",1.4,19.5242290748899,30078
"20926",79803,"Vauxhall"," Corsa",2018,11366.84,"Manual","Petrol",1.4,15.3303964757709,7523
"20927",79804,"Vauxhall"," Corsa",2018,9858.84,"Manual","Petrol",1.4,19.5242290748899,33600
"20928",79805,"Vauxhall"," Corsa",2015,8930.84,"Automatic","Petrol",1.4,16.5991189427313,62400
"20929",79806,"Vauxhall"," Corsa",2019,10380.84,"Manual","Petrol",1.4,15.3303964757709,24349
"20930",79807,"Vauxhall"," Corsa",2019,10438.84,"Manual","Petrol",1.4,15.3303964757709,21629
"20931",79808,"Vauxhall"," Corsa",2016,8582.84,"Manual","Petrol",1.4,19.5242290748899,39040
"20932",79809,"Vauxhall"," Corsa",2018,11825.04,"Manual","Petrol",1.4,15.3303964757709,4371
"20933",79810,"Vauxhall"," Corsa",2016,7886.84,"Manual","Petrol",1.4,19.5242290748899,72000
"20934",79811,"Vauxhall"," Corsa",2017,9278.84,"Manual","Petrol",1.4,19.5242290748899,24538
"20935",79812,"Vauxhall"," Corsa",2016,9849.56,"Semi-Auto","Petrol",1.4,21.1806167400881,36496
"20936",79813,"Vauxhall"," Corsa",2016,8350.84,"Manual","Petrol",1.4,19.5242290748899,50032
"20937",79814,"Vauxhall"," Corsa",2016,9104.84,"Manual","Petrol",1.4,19.5242290748899,37867
"20938",79815,"Vauxhall"," Corsa",2018,9278.84,"Manual","Petrol",1.4,19.5242290748899,8488
"20939",79816,"Vauxhall"," Corsa",2015,8758,"Manual","Petrol",1.4,19.5242290748899,39120
"20940",79817,"Vauxhall"," Corsa",2018,8930.84,"Manual","Petrol",1.4,19.5242290748899,23898
"20941",79818,"Vauxhall"," Corsa",2018,8930.84,"Manual","Petrol",1.4,19.5242290748899,32997
"20942",79819,"Vauxhall"," Corsa",2016,8642,"Manual","Petrol",1.4,19.136563876652,22554
"20943",79820,"Vauxhall"," Corsa",2014,7240.72,"Manual","Petrol",1.2,18.1145374449339,78669
"20944",79821,"Vauxhall"," Corsa",2016,8642,"Manual","Petrol",1.4,19.5242290748899,13787
"20945",79822,"Vauxhall"," Corsa",2016,8410,"Manual","Petrol",1.4,19.136563876652,42237
"20946",79823,"Vauxhall"," Corsa",2015,6949.56,"Manual","Petrol",1.4,19.5242290748899,81672
"20947",79824,"Vauxhall"," Corsa",2016,9978.32,"Manual","Petrol",1.4,19.1718061674009,36544
"20948",79825,"Vauxhall"," Corsa",2015,6937.96,"Manual","Petrol",1.2,18.784140969163,62400
"20949",79826,"Vauxhall"," Corsa",2018,9280,"Manual","Petrol",1.4,19.5242290748899,23787
"20950",79827,"Vauxhall"," Corsa",2015,7347.44,"Manual","Petrol",1.4,19.5242290748899,56080
"20951",79828,"Vauxhall"," Corsa",2017,8700,"Manual","Petrol",1.4,19.136563876652,22400
"20952",79829,"Vauxhall"," Corsa",2018,8700,"Manual","Petrol",1.4,19.5242290748899,10938
"20953",79830,"Vauxhall"," Corsa",2019,11600,"Manual","Petrol",1.4,15.3303964757709,21
"20954",79831,"Vauxhall"," Corsa",2017,9269.56,"Manual","Petrol",1.4,19.5242290748899,27912
"20955",79832,"Vauxhall"," Corsa",2019,10312.4,"Manual","Petrol",1.4,15.3303964757709,8022
"20956",79833,"Vauxhall"," Corsa",2019,10005,"Manual","Petrol",1.4,15.3303964757709,11426
"20957",79834,"Vauxhall"," Corsa",2019,10289.2,"Manual","Petrol",1.4,15.3303964757709,8706
"20958",79835,"Vauxhall"," Corsa",2019,10150,"Manual","Petrol",1.4,15.3303964757709,13522
"20959",79836,"Vauxhall"," Corsa",2019,10034,"Manual","Petrol",1.4,15.3303964757709,12896
"20960",79837,"Vauxhall"," Corsa",2019,10092,"Manual","Petrol",1.4,15.3303964757709,11437
"20961",79838,"Vauxhall"," Corsa",2019,10150,"Manual","Petrol",1.4,15.3303964757709,7350
"20962",79839,"Vauxhall"," Corsa",2018,8410,"Manual","Petrol",1.4,19.5242290748899,22930
"20963",79840,"Vauxhall"," Corsa",2017,9280,"Manual","Petrol",1.4,19.5242290748899,51370
"20964",79841,"Vauxhall"," Corsa",2016,7830,"Manual","Petrol",1.4,19.5242290748899,46432
"20965",79842,"Vauxhall"," Corsa",2016,7274.36,"Manual","Petrol",1.4,19.5242290748899,80499
"20966",79843,"Vauxhall"," Corsa",2013,5217.68,"Manual","Petrol",1.4,18.1145374449339,65493
"20967",79844,"Vauxhall"," Corsa",2019,12177.68,"Manual","Petrol",1.4,15.3303964757709,14528
"20968",79845,"Vauxhall"," Corsa",2018,9854.2,"Manual","Petrol",1.4,19.5242290748899,12515
"20969",79846,"Vauxhall"," Corsa",2016,9349.6,"Automatic","Petrol",1.4,16.8810572687225,54301
"20970",79847,"Vauxhall"," Corsa",2017,8035.32,"Manual","Petrol",1.4,19.5242290748899,58619
"20971",79848,"Vauxhall"," Corsa",2018,8700,"Manual","Petrol",1.4,19.5242290748899,13197
"20972",79849,"Vauxhall"," Corsa",2018,8700,"Manual","Petrol",1.4,19.5242290748899,18981
"20973",79850,"Vauxhall"," Corsa",2018,10071.12,"Manual","Petrol",1.4,19.5242290748899,18469
"20974",79851,"Vauxhall"," Corsa",2017,8108.4,"Manual","Petrol",1.4,19.5242290748899,39338
"20975",79852,"Vauxhall"," Corsa",2016,9686,"Manual","Petrol",1.4,19.5242290748899,18805
"20976",79853,"Vauxhall"," Corsa",2015,7760.4,"Manual","Petrol",1.4,19.136563876652,46594
"20977",79854,"Vauxhall"," Corsa",2013,4744.4,"Manual","Petrol",1.2,18.1145374449339,79238
"20978",79855,"Vauxhall"," Corsa",2013,5217.68,"Manual","Petrol",1.2,18.1145374449339,100202
"20979",79856,"Vauxhall"," Corsa",2018,11203.28,"Manual","Petrol",1.4,15.3303964757709,23520
"20980",79857,"Vauxhall"," Corsa",2016,7305.68,"Manual","Petrol",1.4,19.5242290748899,34059
"20981",79858,"Vauxhall"," Corsa",2017,13105.68,"Automatic","Petrol",1.4,16.5991189427313,7098
"20982",79859,"Vauxhall"," Corsa",2015,11597.68,"Automatic","Petrol",1.4,16.8810572687225,13226
"20983",79860,"Vauxhall"," Corsa",2017,7305.68,"Manual","Petrol",1.4,19.5242290748899,64651
"20984",79861,"Vauxhall"," Corsa",2016,9741.68,"Manual","Petrol",1.4,19.5242290748899,20504
"20985",79862,"Vauxhall"," Corsa",2018,10437.68,"Manual","Petrol",1.4,19.136563876652,21293
"20986",79863,"Vauxhall"," Corsa",2015,6145.68,"Manual","Petrol",1.4,18.1145374449339,56640
"20987",79864,"Vauxhall"," Corsa",2017,8350.84,"Manual","Petrol",1.4,19.5242290748899,33838
"20988",79865,"Vauxhall"," Corsa",2019,14846.84,"Automatic","Petrol",1.4,14.0264317180617,5422
"20989",79866,"Vauxhall"," Corsa",2016,8350.84,"Manual","Petrol",1.4,19.5242290748899,50827
"20990",79867,"Vauxhall"," Corsa",2015,8118.84,"Manual","Petrol",1.4,19.5242290748899,61597
"20991",79868,"Vauxhall"," Corsa",2018,9278.84,"Manual","Petrol",1.4,19.5242290748899,16456
"20992",79869,"Vauxhall"," Corsa",2017,8698.84,"Manual","Petrol",1.4,19.5242290748899,17390
"20993",79870,"Vauxhall"," Corsa",2017,8118.84,"Manual","Petrol",1.4,19.5242290748899,35200
"20994",79871,"Vauxhall"," Corsa",2017,8234.84,"Manual","Petrol",1.4,19.5242290748899,31384
"20995",79872,"Vauxhall"," Corsa",2018,11589.56,"Manual","Petrol",1.4,19.5242290748899,19522
"20996",79873,"Vauxhall"," Corsa",2019,11589.56,"Manual","Petrol",1.4,15.3303964757709,22288
"20997",79874,"Vauxhall"," Corsa",2014,7190.84,"Manual","Petrol",1.2,18.1145374449339,46459
"20998",79875,"Vauxhall"," Corsa",2017,7886.84,"Manual","Petrol",1.4,19.5242290748899,52365
"20999",79876,"Vauxhall"," Corsa",2018,9278.84,"Manual","Petrol",1.4,19.5242290748899,14366
"21000",79877,"Vauxhall"," Corsa",2018,9858.84,"Manual","Petrol",1.4,15.3303964757709,22667
"21001",79878,"Vauxhall"," Corsa",2017,9858.84,"Manual","Petrol",1.4,19.5242290748899,10370
"21002",79879,"Vauxhall"," Corsa",2017,9742.84,"Manual","Petrol",1.4,19.5242290748899,20434
"21003",79880,"Vauxhall"," Corsa",2017,9742.84,"Manual","Petrol",1.4,19.5242290748899,14451
"21004",79881,"Vauxhall"," Corsa",2017,8466.84,"Manual","Petrol",1.4,19.5242290748899,27200
"21005",79882,"Vauxhall"," Corsa",2018,9858.84,"Manual","Petrol",1.4,15.3303964757709,24922
"21006",79883,"Vauxhall"," Corsa",2015,7528.4,"Manual","Petrol",1.4,19.5242290748899,44629
"21007",79884,"Vauxhall"," Corsa",2014,5914.84,"Manual","Petrol",1.4,18.1145374449339,70882
"21008",79885,"Vauxhall"," Corsa",2018,9626.84,"Manual","Petrol",1.4,15.3303964757709,16944
"21009",79886,"Vauxhall"," Corsa",2018,9858.84,"Manual","Petrol",1.4,15.3303964757709,22624
"21010",79887,"Vauxhall"," Corsa",2017,8350.84,"Manual","Petrol",1.4,19.5242290748899,43200
"21011",79888,"Vauxhall"," Corsa",2017,9581.6,"Manual","Petrol",1.4,19.5242290748899,13800
"21012",79889,"Vauxhall"," Corsa",2018,9071.2,"Manual","Petrol",1.4,19.5242290748899,20992
"21013",79890,"Vauxhall"," Corsa",2019,11588.4,"Manual","Petrol",1.4,15.3303964757709,2653
"21014",79891,"Vauxhall"," Corsa",2016,8114.2,"Manual","Petrol",1.4,19.5242290748899,42306
"21015",79892,"Vauxhall"," Corsa",2016,12058.2,"Manual","Petrol",1.6,13.2863436123348,39992
"21016",79893,"Vauxhall"," Corsa",2017,9129.2,"Manual","Petrol",1.4,19.5242290748899,32842
"21017",79894,"Vauxhall"," Corsa",2019,11750.8,"Manual","Petrol",1.4,15.3303964757709,21187
"21018",79895,"Vauxhall"," Corsa",2019,9858.84,"Manual","Petrol",1.4,15.3303964757709,26605
"21019",79896,"Vauxhall"," Corsa",2017,9920.32,"Manual","Petrol",1.4,19.5242290748899,30053
"21020",79897,"Vauxhall"," Corsa",2017,8381,"Manual","Petrol",1.4,19.5242290748899,34677
"21021",79898,"Vauxhall"," Corsa",2015,8908.8,"Manual","Petrol",1.4,18.784140969163,37214
"21022",79899,"Vauxhall"," Corsa",2015,8282.4,"Manual","Petrol",1.4,19.136563876652,46701
"21023",79900,"Vauxhall"," Corsa",2019,11589.56,"Manual","Petrol",1.4,15.3303964757709,3032
"21024",79901,"Vauxhall"," Corsa",2016,10429.56,"Automatic","Petrol",1.4,16.8810572687225,33742
"21025",79902,"Vauxhall"," Corsa",2019,12754.2,"Manual","Petrol",1.4,15.7885462555066,8000
"21026",79903,"Vauxhall"," Corsa",2019,12754.2,"Manual","Petrol",1.4,15.7885462555066,8000
"21027",79904,"Vauxhall"," Corsa",2019,12754.2,"Manual","Petrol",1.4,15.7885462555066,8000
"21028",79905,"Vauxhall"," Corsa",2013,9106,"Manual","Petrol",1.6,13.1101321585903,56730
"21029",79906,"Vauxhall"," Corsa",2017,8697.68,"Manual","Petrol",1.4,19.5242290748899,34360
"21030",79907,"Vauxhall"," Corsa",2020,20877.68,"Manual","Diesel",1.5,24.8810572687225,16
"21031",79908,"Vauxhall"," Corsa",2015,8926.2,"Manual","Petrol",1.4,19.136563876652,39258
"21032",79909,"Vauxhall"," Corsa",2015,7769.68,"Manual","Petrol",1.4,19.5242290748899,45299
"21033",79910,"Vauxhall"," Corsa",2020,18557.68,"Manual","Petrol",1.2,18.431718061674,16
"21034",79911,"Vauxhall"," Corsa",2016,7769.68,"Manual","Petrol",1.4,19.5242290748899,56990
"21035",79912,"Vauxhall"," Corsa",2020,20877.68,"Manual","Diesel",1.5,24.8810572687225,16
"21036",79913,"Vauxhall"," Corsa",2020,19717.68,"Manual","Petrol",1.2,18.431718061674,16
"21037",79914,"Vauxhall"," Corsa",2020,19717.68,"Manual","Petrol",1.2,18.431718061674,16
"21038",79915,"Vauxhall"," Corsa",2013,4637.68,"Manual","Petrol",1.2,18.1145374449339,93360
"21039",79916,"Vauxhall"," Corsa",2018,10730,"Manual","Petrol",1.4,15.3303964757709,11786
"21040",79917,"Vauxhall"," Corsa",2018,12377.2,"Automatic","Petrol",1.4,16.5991189427313,26226
